Film,Film Studio/Producer(s),Award,Year of Release,Movie Time,Movie Genre,IMDB Rating,IMDB Votes,Content Rating,Directors,Actors,Production Company,director_movie_nominated
L.A. Confidential,"Curtis Hanson, Arnon Milchan, and Michael Nathanson",Nominee,1997,138,"Crime,Drama,Mystery",8.2,"550,162",R,Curtis Hanson,"Russell Crowe, Kevin Spacey, Guy Pearce, James Cromwell, David Strathairn, Kim Basinger, Danny DeVito, Graham Beckel, Simon Baker, Matt McCoy, John Mahon, Paul Guilfoyle (II), Ron Rifkin, Paolo Seganti, Amber Smith, Elisabeth Granli, Steve Rankin, David St. James, Sandra Taylor, Sally Insul, Allan Graf, Fred Scialla, Precious Chong, Symba Smith, Bob Clendenin, Lennie Loftin, Will Zahrn, Darrell Sandeen, Michael Warwick, Shawnee Free Jones, Matthew Allen Bretz, Thomas Rosales Jr., Shane Dixon, Norman Howell Jr., Brian Lally, Don Pulford, Chris Short, Tomas Arana, Michael McCleery, George Yager, Jack Conley, Ginger Slaughter, Jack Knight, John H. Evans, Gene Wolande, Brian Bossetta, Michael Chieffo, Gwenda Deacon, Mike Kennedy, Ingo Neuhaus, Robert Harrison, Jim Metzler, Robert Barry Fleming, Jeremiah Birkett, Salim Grant, Karreem Washington, Noel Evangelisti, Marisol Padilla Sánchez, Jeff Sanders, Steve Lambert, Jordan Marder, Gregory White, April Breneman, Lisa Worthy, Beverly Sharpe, Colin Mitchell, John Slade, Brenda Bakke, Kevin Maloney, Patrice Walters, Rebecca Jane Klingler, Irene Roseen, Scott Eberlein, Bodie Newcomb, Jeff Austin, Henry Meyers, Robert Foster, Michael Ossman, Kevin Kelly, Dick Stilwell, Henry Marder, Jess Thomas, Monty McKee, Robert Samuel Thompson, Jody Wood",Warner Brothers Pictures,1
Shakespeare in Love,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick, and Marc Norman",Winner,1998,123,"Comedy,Drama,History",7.1,"218,538",R,John Madden (II),"Gwyneth Paltrow, Joseph Fiennes, Geoffrey Rush, Colin Firth, Ben Affleck, Judi Dench, Rupert Everett, Simon Callow, Jim Carter, Martin Clunes, Antony Sher, Imelda Staunton, Tom Wilkinson, Mark Williams, Steven O'Donnell, Tim McMullen, Steven Beard, Patrick Barlow, Sandra Reinton, Bridget McConnel, Georgie Glen, Nicholas Boulton, Desmond McNamara, Barbany Kay, Paul Bigley, Jason Round, Rupert Farley, Adam Barker, Joe Roberts, Harry Gostelow, Alan Cody, David Curtiz, Gregor Truter, Simon Day, Jill Baker, Amber Glossop, Robin Davies, Hywel Simons, Nicholas Le Prevost, Timothy Knightley, Mark Saban, Bob Barrett, Roger Morlidge, Daniel Brocklebank, Roger Frost, Rebecca Charles, Richard Gold, John Ramm, Martin Neeley, Tim McMullan",Miramax Films,1
Elizabeth,"Alison Owen, Eric Fellner and Tim Bevan",Nominee,1998,124,"Biography,Drama,History",7.4,"95,572",R,Shekhar Kapur,"Cate Blanchett, Joseph Fiennes, Geoffrey Rush, Richard Attenborough, Christopher Eccleston, Jamie Forman, James Frain, Emily Mortimer, Kathy Burke, Vincent Cassel, Terence Rigby, Kenny Doughty, Edward Hardwicke, Fanny Ardant, John Gielgud, Kelly Macdonald, Daniel Craig, Amanda Ryan, Eric Cantona, Wayne Sleep, Angus Deayton, Liz Giles, Rod Culbertson, Paul Fox, Peter Stockbridge, George Yiasoumi, Valerie Gale, Sally Grey, Kate Loustau, Elika Gibbs, Sarah Owen, Lily Allen, Joe White, Matt Andrews, Liam Foley, Ben Frain, Lewis Jones, Michael Beint, Hayley Burroughs, Joseph O'Conor, Brendan O'Hea, Edward Highmore, Daniel Moynihan, Jeremy Hawk, James Rowe, Donald Pelmear, Tim Bevan, Charles Cartmell, Edward Purver, Vladimir Vega, Alfie Allen, Daisy Bevan, Jennifer Lewicki, Viviane Horne, Nick Smallman",Gramercy Pictures,1
The Thin Red Line,"Robert Michael Geisler, John Roberdeau, and Grant Hill",Nominee,1998,170,"Drama,War",7.6,"179,626",R,Terrence Malick,"Jim Caviezel, Ben Chaplin, Elias Koteas, Sean Penn, Nick Nolte, Adrien Brody, George Clooney, John Cusack, Woody Harrelson, Jared Leto, Dash Mihok, Tim Blake Nelson, John C. Reilly, Larry Romano, John Savage, John Travolta, Arie Verveen, Nick Stahl, David Harrod, Paul Gleeson, Shawn Hatosy, Travis Fine, Matt Doran, Jarrod Dean, Donal Logue, Simon Westaway, Sam Rockwell, Don Harvey, Gordon MacDonald, Danny Hoch, John Dee Smith, Stephen Spacek, Will Wallace, Felix Williamson, Ben Hines, Todd Wallace, Kirk Acevedo, Robert Roy Hofmo, Jace Phillips, Randall Duk Kim, David Paschall, Norman Patrick Brown, Thomas Jane, Penelope Allen, Benjamin, Simon Billig, Mark Boone Jr., Ken Mitsuishi, Kazuki Maehara, Tomohiro Tanji, Kouji Suzuki, Ryushi Mizukami, Terutake Tsuji, Taiju Okayasu, Hiroya Sugisaki, Kengo Hasuo, Kazuyoshi Sakai, Takamitsu Okubo, Minoru Toyoshima, Masayuki Shida, Joe Watanabe, Dan Wylie, Simon Lyndon, Marina Malota, Michael McGrady, Larry Neuhaus, Miranda Otto, Steven Vidler, Yasoumi Yoshino, Jack Warden, Jimmy, Polyn Leona, Vincent, Joshua Augwata, John Augwata, John Bakotee, Immanuel Dato, Michael Iha, Emmunual Konai, Stephen Konai, Peter Morosiro, Amos Niuga, Jennifer Siugali, Carlos Tome, Selina Tome",20th Century Fox,2
The Tree of Life,"Sarah Green, Bill Pohlad, Dede Gardner, and Grant Hill",Nominee,2011,139,"Drama,Fantasy",6.8,"171,734",PG-13,Terrence Malick,"Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken, Laramie Eppler, Tye Sheridan, Fiona Shaw, Jessica Fuselier, Nicolas Gonda, William Wallace, Kelly Koonce, Bryce Boudoin, Jimmy Donaldson, Will Wallace, Kameron Vaughn, Cole Cockburn, Dustin Allen, Brayden Whisenhunt, Joanna Going, Irene Bedard, Finnegan Williams, Michael Koeth, John Howell, Nicolas Gonad, Samantha Martinez, Savannah Welch, Tamara Jolaine, Julia M. Smith, Anne Nabors, Christopher Ryan, Julia Smith, Tyler Thomas, Michael Showers, Kim Whalen, Margaret Ann Hoard, Wally Welch, Hudson Long, Michael Dixon, William Hardy, Tommy Hollis, Cooper Franklin Sutherland, John Cyrier, Erma Lee Alexander, Nicholas Yedinak, Claire Oelkers, Thomas Pavlechko",Fox Searchlight,2
American Beauty,Bruce Cohen and Dan Jinks,Winner,1999,122,Drama,8.3,"1,101,496",R,Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Peter Gallagher, Chris Cooper, Allison Janney, Scott Bakula, Sam Robards, Barry Del Sherman, Ara Celi, John Cho, Fort Atkinson, Sue Casey, Kent Faulcon, Brenda Wehle, Lisa Cloud, Alison Faulk, Krista Goodsitt, Lily Houtkin, Carolina Lancaster, Ramana Leah, Chekesa Van Putten, Emily Zachary, Nancy Anderson, Reshma Gajjar, Stephanie Rizzo, Heather Joy Sher, Chelsea Hertford, Amber Smith, Joel McCrary",Dreamworks,1
The Cider House Rules,Richard N. Gladstein,Nominee,1999,126,"Drama,Romance",7.4,"95,629",PG-13,Lasse Hallstrom,"Tobey Maguire, Michael Caine, Charlize Theron, Delroy Lindo, Paul Rudd, Erykah Badu, Kathy Baker, Jane Alexander, Kieran Culkin, Kate Nelligan, Heavy D, K. Todd Freeman, Spencer Diamond, Paz de la Huerta, J.K. Simmons, Evan Dexter Parke, Jimmy Flynn, Lonnie Farmer, Erik Per Sullivan, Sean Andrew, John Albano, Skye McCole Bartusiak, Clare Daly, Colin Irving, Annie Corley, Patrick J. Donnelly, Edie Schechter, Kasey Berry, Mary Bogue, Victoria Stankiewcz, Christine Stevens, Earle C. Batchelder, Norma Fine, Daniel Walsh, Kathleen E. Broadhurst",Miramax Films,2
Chocolat,"David Brown, Kit Golden, and Leslie Holleran",Nominee,2000,121,"Drama,Romance",7.2,"183,002",PG-13,Lasse Hallstrom,"Juliette Binoche, Johnny Depp, Carrie-Anne Moss, Judi Dench, Alfred Molina, Lena Olin, Peter Stormare, Leslie Caron, John Wood, Victoire Thivisol, Hugh O'Conor, Aurelien Parent Koenig, Antonio Gil, Hélène Cardona, Harrison Pratt, Gaelan Connell, Elizabeth Commelin, Ron Cook, Guillaume Tardieu, Michèle Gleizer, Dominique MacAvoy, Arnaud Adam, Christianne Gadd, Marion Hauducoeur, Esteban Antonio, J.J. Holiday, Malcolm Ross, Ged Barry, Tatyana Yassukovich",Miramax Films,2
The Insider,Pieter Jan Brugge and Michael Mann,Nominee,1999,157,"Biography,Drama,Thriller",7.8,"165,522",R,Michael Mann,"Al Pacino, Russell Crowe, Christopher Plummer, Diane Venora, Philip Baker Hall, Lindsay Crouse, Debi Mazar, Colm Feore, Stephen Tobolowsky, Gina Gershon, Michael Gambon, Bruce McGill, Rip Torn, Hallie Kate Eisenberg, Lynne Thigpen, Michael Paul Chan, Linda Hart, Robert Harper, Nestor Serrano, Pete Hamill, Wings Hauser, Cliff Curtis, Renee Olstead, Michael Moore, Mike Moore, Gary Sandy, Willie C. Carpenter, Paul Butler, Jack Palladino, Megan Odabash, Robert Bart, Alan DeSatti, Sayed Badreya, Chris Ufland, Doug McGrath, Bill Sage, Joseph Hindy, Dennis Garber, Tim Grimm, Paul Perri, Wanda De Jesus, Robert Brink, V.J. Foster, James Harper, Eyal Podell, Breckin Meyer, David Roberson, Gregg E. Muravchick, William P. Bradford II, David Carr, Ann Reskin, Claire Slemmer, Steve Salge, Derrick Jones, Donald F. Burbrink II, Vyto Ruginis, George R. Parsons, Isodine Loury, Charlene Bosarge, Saemi Nakamura, Ronal G. Yokley, Bob Lazarus, Robert Ragno Jr., Alvin L. Welch, Nathan Lewis Hill, Paula Bisbikos, Chirsti Evans, Knox Grantham White, Amy L. Caudill",Buena Vista,1
The Sixth Sense,"Frank Marshall, Kathleen Kennedy, and Barry Mendel",Nominee,1999,107,"Drama,Mystery,Thriller",8.1,"939,659",PG-13,M. Night Shyamalan,"Haley Joel Osment, Bruce Willis, Toni Collette, Olivia Williams, Donnie Wahlberg, Trevor Morgan, Glenn Fitzgerald, Mischa Barton, Bruce Norris, Peter Tambakis, Michael Higgins, Jeffry Zubernis, Greg Wood, Angelica Torn, Lisa Summerour, Firdous Bamji, Samia Shoaib, Hayden Saunier, Janis Dardaris, Neill Hartley, Sarah Ripard, Heidi Fischer, KaDee Strickland, Michael J. Lyons, Samantha Fitzpatrick, Holly Rudkin, Kate Kearney Patch, Marilyn Shanok, M. Night Shyamalan, Wes Heywood, Nico Woulard, Jodi Dawson, Tony Donnelly, Ronnie Lea, Carlos X. Lopez, Gino Inverso, Ellen Sheppard, Tom McLaughlin, Candy Aston-Dennis, Patrick F. McDade, Jose L. Roderiguez",Hollywood/Buena Vista,1
Gladiator,"Douglas Wick, David Franzoni, and Branko Lustig",Winner,2000,155,"Action,Adventure,Drama",8.5,"1,393,352",R,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield, John Shrapnel, Tomas Arana, Ralf Moeller, Ralph Moeller, Spencer Treat Clark, David Hemmings, Tommy Flanagan, Sven Ole Thorsen, Omid Djalili, Nicholas McGaughey, Chris Kell, Tony Curran, Mark Lewis, John Quinn, Alun Raglan, David Bailie, Chick Allen, David Nicholls, Al Ashton, Billy Dowd, Ray Calleja, Giannina Facio, Giorgio Cantarini, Gavin Greenaway",Dreamworks,2
The Martian,"Simon Kinberg, Ridley Scott, Michael Schaefer, and Mark Huffam",Nominee,2015,144,"Adventure,Drama,Sci-Fi",8.0,"791,919",PG-13,Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael Peña, Kate Mara, Sean Bean, Sebastian Stan, Aksel Hennie, Donald Glover, Mackenzie Davis, Chiwetel Ejiofor, Nick Mohammed, Shu Chen (II), Eddy Ko, Enzo Cilenti, Jonathan Aris, Gruffudd Glyn, Naomi Scott, Geoffrey Thomas, Benedict Wong, Narantsogt Tsogtsaikhan, Brian Caspe, Matt Devere, Szonja Oroszlán, Greg Decuir, Jr., Mark O'Neal, Peter Linka, Declan Hannigan, Peter Schueller, Waleska Latorre, Frederik Pleitgen, Nikolett Barabas, Karen Gagnon, Lili Bordán, Charlie Gardner, Nora Horich, Kamilla Fátyol, Xue Xuxing, Richard B. Rifkin, Yang Liu, Ben O'Brien, Balazas Medveczky, Scott Alexander Young, Yang Haiwen, Nicholas Wittman",20th Century Fox,2
Erin Brockovich,"Danny DeVito, Michael Shamberg, and Stacey Sher",Nominee,2000,131,"Biography,Drama",7.4,"184,808",R,Steven Soderbergh,"Julia Roberts, Aaron Eckhart, Albert Finney, Marg Helgenberger, Cherry Jones, Peter Coyote, Scotty Leavenworth, Gemmenne de la Peña, Veanne Cox, Conchata Ferrell, David Brisbin, Dawn Didawick, Valente Rodriguez, George Rocky Sullivan, Pat Skipper, Erin Brockovich-Ellis, Jamie Harrold, Joe Chrest, Meredith Zinner, Michael Harney, Wade Williams, Cordelia Richards, Kristina Malota, Tracey Walter, Jack Gill, Irene Olga Lopez, Emily Marks, Julie Marks, Adilah Barnes, Irina V. Passmoore, Ron Altomare, Charles John Bukey, Randy Lowell, Sarah Ashley, Scarlett Pomers, T.J. Thyne, William Lucking, Mimi Kennedy, Scott Sowers, Ashley Pimental, Brittany Pimental, Larry Martinez, LeRoy A. Simmons, Don Snell, Michael Shamberg, Gina Gallego, Ronald E. Hairston, Scott Allen, Shelia Shaw, Matthew Kimbrough, Jason Cervantes, Julie Wagner, Tom Tangen, Ed Masry, Mike Malone, Norma Maldonado",Universal Pictures,2
Traffic,"Edward Zwick, Marshall Herskovitz, and Laura Bickford",Nominee,2000,147,"Crime,Drama,Thriller",7.6,"201,093",R,Steven Soderbergh,"Michael Douglas, Benicio Del Toro, Don Cheadle, Catherine Zeta-Jones, Dennis Quaid, Luis Guzman, Miguel Ferrer, Amy Irving, Albert Finney, Erika Christensen, Benjamin Bratt, Peter Riegert, Topher Grace, Steven Bauer, Jacob Vargas, Tomás Milian, Marisol Padilla Sánchez, Joel Torres, D.W. Moffett, James Brolin, Jsu Garcia, Salma Hayek, Corey Spears, Majandra Delfino, Alec Roberts, Bill Weld, Don Nickles, Harry Reed, Jeff Podolsky, Barbara Boxer, Clifton Collins Jr., Orrin Hatch, Charles Grassley, James Pickens Jr., Rudy M. Camacho, Yul Vázquez, Jack Conley, Eddie Velez, Craig N. Chretien, John Brown, Mike Siegel, Steve Rose, Kimber Fritz, Daniella Kuhn, Brandon Keener, George Steven Blumenthal, Stephen Dunham, Margaret Travolta, Jewelle Bickford, Dave Hager, Tucker Smallwood, Victor Quintero, Toby Holguin, Ramiro Gonzalez III, Viola Davis, Elaine Kagan, John Slattery, Jim Ortega, Greg Boniface, Tom Rosales, Harsh Nayyar, Mary Pat Gleason, Vincent Ward, Gregory Estevane, Alex Procopio, Rita Gomez, Kaizaad Navroze Kotwal, Dave Jensen, Jay Fernando Krymis, Mike Malone, Rene Pereya, Kymberly S. Newberry, Carroll Schumacher, Michael Showers, Rena Sofer, Stacey Travis, Jennifer Barker, Dean Faulkner, Andrew Chavez, Michael Saucedo, José Yenque, Emilio Rivera, Michael O'Neill, Russell G. Jones, Lorene Hetherington, Eric Collins, Beau Holden, Peter T. Stader, James Lew, Jeremy Fitzgerald, Russell Solberg, Don Snell, Enrique Murciano Jr., Gary Carlos Cervantes, Carl Ciarfalio, Steve Lambert, Gilbert Rosales, Rick Avery, Mario Roberts, Eileen Weisinger, Ken Johnston, Mike Watson, Kurt D. Lott, Lincoln Simonds, Steve Tomaski, Buck McDancer, John Callery, Ousaun Elam, Brian Avery, Peter Reichardt",USA Films,2
In the Bedroom,"Graham Leader, Ross Katz, and Todd Field",Nominee,2001,131,"Crime,Drama",7.4,"39,427",R,Todd Field,"Sissy Spacek, Tom Wilkinson, Nick Stahl, Marisa Tomei, William Mapother, William Wise, Celia Weston, Karen Allen, Frank T. Wells, W. Clapham Murray, Justin Ashforth, Ron Russell, Terry A. Burgess, Jonathan Walsh, Diane E. Hamlin, Samuel Johnson, Camden Munson, Christopher Adams, Sara Armstrong, Henry Field, Elly Barksdale, Deborah Derecktor, Erin Barksdale, Harriet Dawkins, Bill Dawkins, Kevin Chapman, Harold Withee, David Blair (XI), Elisabeth McClure, Alida P. Field, Andrea Walker, John Campanello, Robert Demkowicz, Coomenic Cuccinello III, Veronica Cartwright, Daran Norris, Don Lewis, Doug Rich, Robin Wimbiscus, Lisa Carlton, Rebecca Benner, Francis Mazzeo, The Honorable Joseph Field, Tyler Shane Smith-Campbell, Brian Hagley, Sam Cousins, Gwendolyn Gilchrist, Jackie Hagley, Comenic Cuccinello III, Shauneen Grout, Ronald Russell, Rachel Freeman, Kenney Dale Johnson, Daniel Hendricks, Adah Holman, Parker Spear, Sam Johnson, Matthew Maxwell, Jessie Lanoue, Alicia Laplant, Shyann Gauthier, Iris Leslie, Joshua Mills, Bethany Berry, Eric Rahkonen, Hope Berry, Natalie Russell, Chelsea Peasley, Misty Seekins, Daniel Baxter-Leahy, Philip Spearing, Brandon Carleton, Mackenzie Tucker, Owen Thompson, Ben Staples, Ryan Ecker, Jared Mekin, Erica Towle-Powers, Evanne Weirich, Nichole Wimbiscus, Anna Winsor",Miramax Films,1
The Lord of the Rings: The Fellowship of the Ring,"Peter Jackson, Fran Walsh, and Barrie M. Osborne",Nominee,2001,178,"Action,Adventure,Drama",8.8,"1,724,755",PG-13,Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Liv Tyler, Sean Bean, Cate Blanchett, Ian Holm, Hugo Weaving, Orlando Bloom, Christopher Lee, Sean Astin, John Rhys-Davies, Billy Boyd, Dominic Monaghan, Alexandra Astin, Sala Baker, Timothy Bartlett, Marton Csokas, Brad Dourif, Mark Ferguson, Taea Hartwell, Bernard Hill, Bruce Hopkins, Jay Laga'aia, Nathaniel Lees, John Leigh, Peter McKenzie, Lawrence Makoare, Robyn Malcolm, Sarah McLeod, John Noble, Craig Parker, Martyn Sanderson, Brian Sergent, Harry Sinclair, Bruce Spence, Karl Urban, Stephen Ure, David Wenham, Andy Serkis",New Line Cinema,3
The Lord of the Rings: The Two Towers,"Barrie M. Osborne, Fran Walsh, and Peter Jackson",Nominee,2002,179,"Action,Adventure,Drama",8.7,"1,540,135",PG-13,Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Liv Tyler, Cate Blanchett, Billy Boyd, Dominic Monaghan, Orlando Bloom, John Rhys-Davies, Christopher Lee, Miranda Otto, Bernard Hill, Bruce Hopkins, Andy Serkis, Hugo Weaving, Brad Dourif, Karl Urban, David Wenham, Craig Parker",New Line Cinema,3
The Lord of the Rings: The Return of the King,"Barrie M. Osborne, Peter Jackson, and Fran Walsh",Winner,2003,201,"Action,Adventure,Drama",8.9,"1,703,481",PG-13,Peter Jackson,"Elijah Wood, Sean Astin, Ian McKellen, Andy Serkis, Viggo Mortensen, Orlando Bloom, Billy Boyd, Dominic Monaghan, John Rhys-Davies, Liv Tyler, Bernard Hill, Miranda Otto, Hugo Weaving, David Wenham, Karl Urban, Cate Blanchett, Ian Holm, Joel Tolbeck, Sean Bean, John Noble, Noel Appleby, John Bach, Alistair Browning, Richard Edge, David Aston, Bruce Hopkins, Lawrence Makoare, Bret McKenzie, Maisie McLeod-Riera, Paul Norell, Thomas Robins, Harry Sinclair, Alexandra Astin, Sadwyn Brophy, Marton Csokas, Jason Fitch, Ian Hughes, Sarah McLeod, Bruce Phillips, Shane Rangi, Todd Rippon, Peter Tait, Stephen Ure, Alan Howard",New Line Cinema,3
Moulin Rouge!,"Martin Brown, Baz Luhrmann, and Fred Baron",Nominee,2001,127,"Drama,Musical,Romance",7.6,"273,077",PG-13,Baz Luhrmann,"Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent, Richard Roxburgh, Kylie Minogue, Christine Anu, Matthew Whittet, Kerry Walker, Caroline O'Connor, David Wenham, Lara Mulcahy, Natalie Jackson Mendoza, Garry McDonald, Jacek Koman, Deobia Oparei, Linal Haft, Keith Robinson, Peter Whitford, Norman Kaye, Arthur Dignam, Carole Skinner, Jonathan Hardy, Kiruna Stamell, Laszlo Lukas, Anthony Young, Wilson Alcorn, Kerry Casey, Peter Collingwood, Tim Eliott, Nicole Fantl, Judy Howard, Harold Kissin, Paul Maybury, Caroline Nahlous, Scott Peters, David Whitford, Judii Eldred, Ray Chambers, Darrell Dixon, Otto Luppo, Pat Garrett & Billy the Kid, Adrian Sicari, Alexander Houle, Geoffrey Kiem, Peter Muirhead, Pat Evans, Tara Morice, Daniel Scott, Angus Martin, Byron Barriga, Waldo Garrido, Reginald Larner, Coralie Eichholtz, Jabe Bromhall, Robert Yearley, John Pagan, Patrick Harding-Irmer, Albin Pahernik, Aurel Verne, Dee Donavan, Johnny Lockwood, Don Reid, Greg Poppleton, Matt Wilson, Trent Harlow, Troy Harrison, Simon Kriszyk, Chris Pickard, Thern Reynolds, David Scotchford, Veronica Beattie, Lisa Callingham, Rosetta Cook, Fleur Denny, Kelly Grauer, Jaclyn Hanson, Michelle Hopper, Fallon King, Wendy McMahon, Tracie Morley, Sue-Ellen Shook, Jenny Wilson, Luke Alleva, Andrew Aroustian, Stephen Colyer, Steven Grace, Mark Hodge, Cameron Mitchell, Deon Nuku, Shaun Parker, Troy Phillips, Rodney Syaranamual, Ashley Wallen, Nathan Wright, Susan Black, Nicole Brooks, Danielle Brown, Anastacia Flewin, Fiona Cage, Alex Harrington, Camilla Jakimowicz, Rochelle Jones, Caroline Kaspar, Mandy Liddell, Melanie Mackay, Elise Mann, Charmaine Martin, Michelle Wriggles, Michael Boyd, Lorry D'Ercole, Michael Edge, Glyn Gray, Craig Haines, Stephen Holford, Jamie Jewell, Jason King, Ryan Males, Harlin Martin, Andrew Micallef, Jonathan Schmolzer, Bradley Spargo, Kip Gamblin, Dennis Dowlut, Darren Dowlut, Nandy McClean, Maya McLean, Pina Conti, Joseph 'Pepe' Ashton, Jordan Ashton, Marcos Falagan, Mitchel Falagan, Chris Mayhew, Hamish McCann, Adrien Janssen, Shaun Holloway, Scott Gregory, Brett Praed, Tony Lynch, Sotiri Sotiropoulos, Ian Lind, Nash Edgerton, Greg Robinson, Chris Elliott",20th Century Fox,1
Chicago,Martin Richards,Winner,2002,113,"Comedy,Crime,Musical",7.2,"221,622",PG-13,Rob Marshall,"Renée Zellweger, Catherine Zeta-Jones, Richard Gere, Queen Latifah, John C. Reilly, Dominic West, Christine Baranski, Lucy Liu, Taye Diggs, Colm Feore, Roman Podhora, Ekaterina Chtchelkanova, Deidre Goodwin, Rob Smith, Denise Faye, Mya, Susan Misner, Cliff Saunders, Chita Rivera, Robbie Rox, Ken Ard, Marc Calamia, Sebastian Lacause, Scott Wise, Mike Haddad, Sean Wayne Doyle, Steve Behal, Joseph Scoren, Bruce Beaton, Joey Pizzi, Jayne Eastwood",Miramax Films,1
The Hours,Scott Rudin and Robert Fox,Nominee,2002,110,"Drama,Romance",7.5,"127,773",PG-13,Stephen Daldry,"Meryl Streep, Julianne Moore, Nicole Kidman, Lyndsay Marshal, Stephen Dillane, Miranda Richardson, Linda Bassett, John C. Reilly, Ed Harris, Toni Collette, Jeff Daniels, Claire Danes, Allison Janney, George Loftus, Charley Ramm, Sophie Wyburd, Christian Coulson, Michael Culkin, Jack Rovello, Margo Martindale, Colin Stinton, Eileen Atkins, Carmen De Lavallade, Daniel Brocklebank",Miramax Films,2
The Reader,"Anthony Minghella, Sydney Pollack, Donna Gigliotti, and Redmond Morris",Nominee,2008,124,"Drama,Romance",7.6,"235,605",R,Stephen Daldry,"Kate Winslet, Ralph Fiennes, David Kross, Lena Olin, Bruno Ganz, Matthias Habich, Susanne Lothar, Karoline Herfurth, Alexandra Maria Lara, Volker Bruch, Burghart Klaussner, Hannah Herzsprung, Vijnessa Ferkic, Jeanette Hain, Florian Bartholomäi, Friederike Becht, Alissa Wilms, Frieder Venus, Marie Anne Fliegel, Moritz Grove, Jürgen Tarrach, Nico Muhly",The Weinstein Company,2
Seabiscuit,"Kathleen Kennedy, Frank Marshall, and Gary Ross",Nominee,2003,140,"Drama,History,Sport",7.3,"70,147",PG-13,Gary Ross,"Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks, William H. Macy, Gary Stevens, Eddie Jones, Michael Angarano, Randy Newman, Valerie Mahaffey, Kingston DuCoeur, Ed Lauter, Michael O'Neill, Annie Corley, Alberto Gianini, Royce D. Applegate, Dyllan Christopher, Shay Duffin, Peter Jason, John Walcutt, James DuMont, Chris McCarron, Gary Ross, Sam Bottoms, David McCullough, Paul Vincent O'Connor, Michael Ensign, James Keane, David Doty, Cameron Bowen, Noah Luke, Mariah Bess, Jamie Lee Redmon, William Hollick, Joe Roccp Jr., Anthony Klingman, Michelle Arthur, Danny Strong, Hans Howes, Camillia Sanes, Clif Alvey, Dan Daily, Borden Flanagan, Kevin Mangold, Jay Cohen, Frank Mirahmadi, J. Michael Hunter, Tony Rhune, Tony Volu, Robin Bissell, Paige King, Andrew Schatzberg, Roger E. Fanter, Gary McGurk, Michael B. Silver, Richard Reeves, Matt Miller, Pat Skipper, Ben Campisi, Ken Magee, Gary A. Hecker, José García Hernández, Jesse Hernandez, Julio Hernández Cordón, Jose Ramirez, Férnando Moreno, Pedro Hernández, Dennis Meade, Javier Juarequi, Aerial Delarosa, Eric Hernandez, Raul Cuellar, Catherine M. Baeza, Gina A. Duran, Joe Rocco Jr., Cynthia Reifler Flores, Monica Fogelquist, Maria Luisa Fregosa, Gianni Russo, Camilia Sanes, Ruby Guiterrez, Sylvia N. Hinojosa, Mariana Nanez, Leticia Olmos, Laura Pena, Karla Tovar, George Baker, Matthew Gillies, Jacqui Larsson, Daniel Martinez XI, Joshua Stanley, Christopher Shiffrin, Michael White (I), Ivan Wild, Camillia Sanes Monet",Universal Pictures,1
Finding Neverland,Richard N. Gladstein and Nellie Bellflower,Nominee,2004,106,"Biography,Drama,Family",7.7,"202,139",PG,Marc Forster,"Johnny Depp, Kate Winslet, Julie Christie, Nick Roud, Radha Mitchell, Joe Prospero, Kelly Macdonald, Freddie Highmore, Dustin Hoffman, Eileen Essell, Paul Whitehouse, Luke Spill, Ian Hart, Toby Jones",Miramax Films,1
Ray,"Taylor Hackford, Stuart Benjamin, and Howard Baldwin",Nominee,2004,152,"Biography,Drama,Music",7.7,"142,545",PG-13,Taylor Hackford,"Jamie Foxx, Kerry Washington, Regina King, Clifton Powell, Harry Lennix, Bokeem Woodbine, Aunjanue Ellis, Sharon Warren, C.J. Sanders, Curtis Armstrong, Richard Schiff, Larenz Tate, Terrence Howard, David Krumholtz, Wendell Pierce, Julian Bond, Tom Clark, Patrick Bauchau, Chris Thomas King, Robert Wisdom, Thomas Jefferson Byrd, Rick Gomez, Denise Dowse, Warwick Davis, Renee Wilson, Kimberly Ardison, Kurt Fuller, Willlie Metcalf, Terrone Bell, Richard A. Smith, Gary Grubbs, Bill Breaux, Alex Van, Roland ""Bob"" Harris, Afemo Omilami, Elizabeth Omilami, Vernel Bagneris, Fahnlohnee R. Harris, Michael Travis Stone, Eric O'Neal Jr., Tequan Richmond, Matthew Benjamin, John Swasey, James Huston, Marc Lynn, Kyle-Scott Jackson, Todd J. Smith, Rutherford Cravens, Darnell Williams, Jedda Jones, Jeffrey Galpin, Michael Arata, Estella Denson, Jeffrey Glapin, David Hash, Ralph E. Tresvant",Universal Pictures,1
